ID,Type,Inorganic.Material,Organic.Material,MAT,Targeting,NM.ID,Shape,Charge,PDI,NM.TEM.Size..nm.,Size,Zeta,Tumor_model,Cancer_type,Tumor.Cell.Line,Admin.Dose..mg.kg.,Admin_frequency,Frequency,Sex,Animal,String,Route,Route_ori,TSz_init,TSz_therapy,TSz_control,Time,Tumor.volume,untreated.volume,TGI,TGI.,TGI_cat,Ref..ID..Author..Year.,Year,New.Ref..No.,BW..g.,Drug.1,Dose.1,Dose_1_total,Drug.2,Dose.2,Dose_2_total,Codelivery,Techen,Dosing.Time,PT,PATC,KTRESrelease,KTRESn,KTRES50,KTRESmax,AUCTumor,DE24,DE168,DEmax
275,Organic,,Polymeric,Polymeric,Passive,PSN38@TPL-nsa,Others,Neutral,0.215,,71.4,-6.33,XH,Others,BGC-823,SN38: 10; TPL-nsa: 0.3,Multiple,3,Female,mice,BALB/c nude,iv,iv,50,28.4090909,358.3419419,20,0.568181818,12.61363636,0.954954955,95.4954955,High,"Zheng, 2021",2021,34802453,20,SN38,10,30,TPL-nsa,0.3,0.9,Combination,No,"0,2,4",0.1020396,0.01983098,0.15174899,4.17305,61.244434,0.7745291,1808.81962,1.560991745,0.390418981,4.870754719
276,Organic,,Polymeric,Polymeric,Passive,PSN38,Others,Neutral,0.237,,62,-4.535714286,XH,Others,BGC-823,10,Multiple,3,Female,mice,BALB/c nude,iv,iv,50,394.6338281,4977.767603,20,7.892676562,12.61363636,0.374274291,37.4274291,Low,"Zheng, 2021",2021,34802453,20,SN38,10,30,NA,0,0,Single,No,"0,2,4",0.10270926,0.019868404,0.15409292,4.157041,61.201954,0.7745617,1803.332191,1.571762836,0.386771907,4.8684036
277,Organic,,peptide,Others,Passive,P(EK6-D0.9-C1MA12)DOX,Spherical,Neutral,0.192,,68.7,-0.9,XH,Breast,MCF-7,5,Multiple,4,Female,mice,BALB/c nude,iv,iv,100,78.64523641,839.3152833,18,78.64523641,839.3152833,0.906298339,90.6298339,High,"Trital, 2021",2021,34812041,20,DOX,5,20,NA,0,0,Single,No,"0,2,4,6",0.008188086,0.019212557,0.6707996,2.8903074,1.7956972,1.8118787,207.056936,0.461854065,0.070600202,0.671431992
278,Organic,,peptide,Others,Passive,P(EK4-D0.6-C1MA8)-DOX,Spherical,Neutral,0.19,,93.2,-5.1,XH,Breast,MCF-7,5,Multiple,4,Female,mice,BALB/c nude,iv,iv,100,180.2928475,839.3152833,18,180.2928475,839.3152833,0.785190558,78.5190558,High,"Trital, 2021",2021,34812041,20,DOX,5,20,NA,0,0,Single,No,"0,2,4,6",0.008023598,0.019557074,0.68185925,2.9603515,1.788682,1.8566751,204.0392388,0.455454971,0.069483809,0.662164616
279,Organic,,RNA,Others,Active,4WJ-EGFP^apt-miR-375-PTX,Spherical,Neutral,,,13.4,-9.1,XH,Others,KYSE-150,5.1,Multiple,5,Female,mice,BALB/c nude,iv,iv,50,330.4347826,886.9565217,35,330.4347826,886.9565217,0.62745098,62.745098,Low,"Li, 2021",2021,34823537,20,PTX,5.1,25.5,NA,0,0,Single,Yes,"0,7,14,21,28",0.031394858,0.009638323,0.41793492,4.1602745,8.036081,0.75878274,692.7219106,1.319093485,0.012885417,1.339742593
280,Organic,,RNA,Others,Passive,4WJ-miR-375-PTX,Spherical,Neutral,,,11.00806452,-6.129032258,XH,Others,KYSE-150,5.1,Multiple,5,Female,mice,BALB/c nude,iv,iv,50,452.173913,886.9565217,35,452.173913,886.9565217,0.490196078,49.0196078,Low,"Li, 2021",2021,34823537,20,PTX,5.1,25.5,NA,0,0,Single,Yes,"0,7,14,21,28",0.017957209,0.009277079,0.60828793,3.4182587,12.544046,1.0074368,360.7626132,0.648581367,0.006963236,0.715198513
281,Organic,,RNA,Others,Active,4WJ-EGFR_apt-PTX,Spherical,Negative,,,11.85483871,-14.35483871,XH,Others,KYSE-150,5.1,Multiple,5,Female,mice,BALB/c nude,iv,iv,50,486.9565217,886.9565217,35,486.9565217,886.9565217,0.450980392,45.0980392,Low,"Li, 2021",2021,34823537,20,PTX,5.1,25.5,NA,0,0,Single,No,"0,7,14,21,28",0.062321775,0.044676024,0.42641655,3.513548,3.4782557,1.2311682,1931.278157,3.59660871,0.035847604,3.91784889
282,Organic,,RNA,Others,Passive,4WJ-PTX,Spherical,Neutral,,,10.76612903,-5.161290323,XH,Others,KYSE-150,5.1,Multiple,5,Female,mice,BALB/c nude,iv,iv,50,626.0869565,886.9565217,35,626.0869565,886.9565217,0.294117647,29.4117647,Low,"Li, 2021",2021,34823537,20,PTX,5.1,25.5,NA,0,0,Single,No,"0,7,14,21,28",0.018037062,0.009265397,0.6095627,3.4107232,12.589394,1.0071845,361.6024974,0.661761308,0.007387885,0.717599338
283,Organic,,albumin,Others,Passive,HBCI,Spherical,Negative,0.1,151,179,-28.7,XH,Liver,HepG2,200uL,Once,1,Female,mice,BALB/c nude,iv,iv,150,18.60620578,987.6051473,12,18.60620578,987.6051473,0.981160279,98.1160279,High,"Hou, 2022",2022,34823812,16,Pt,NA,NA,ICG,NA,0,Combination,Yes,0,0.057985645,0.04041816,0.67168987,4.766468,0.7410373,2.5443406,739.6264286,4.098610649,0.041089041,4.947367255
284,Organic,,albumin,Others,Passive,HBCI,Spherical,Negative,0.1,151,179,-28.7,XH,Liver,HepG2,200uL,Once,1,Female,mice,BALB/c nude,iv,iv,150,428.5833658,987.6051473,12,428.5833658,987.6051473,0.566037736,56.6037736,Low,"Hou, 2022",2022,34823812,16,Pt,NA,NA,ICG,NA,0,Combination,No,0,0.057985645,0.04041816,0.67168987,4.766468,0.7410373,2.5443406,739.6264286,4.098610649,0.041089041,4.947367255
285,Organic,,membrane,Others,Active,M-CFN,Spherical,Neutral,,,73.59,-9.24,AO,Breast,4T1,10,Multiple,6,Female,mice,BALB/c,iv,iv,100,225,1362.5,23,225,1362.5,0.834862385,83.4862385,High,"Wang, 2021",2021,34838042,20,CTX,10,60,NA,0,0,Single,No,"0,3,6,9,12,15",0.005815985,0.00860487,0.6010117,2.8235302,8.935178,0.7132429,107.6407724,0.182627394,0.026437393,0.201513112
286,Organic,,Polymeric,Polymeric,Passive,CFN,Spherical,Neutral,,,54.79,0.74,AO,Breast,4T1,10,Multiple,6,Female,mice,BALB/c,iv,iv,100,425,1362.5,23,425,1362.5,0.688073394,68.8073394,High,"Wang, 2021",2021,34838042,20,CTX,10,60,NA,0,0,Single,No,"0,3,6,9,12,15",0.09148843,0.090697944,0.5246412,0.5296918,0.10558244,0.99227595,2286.727818,3.75805108,0.596890057,4.362571743
287,Organic,,membrane,Others,Active,M-CFN,Spherical,Neutral,,,73.59,-9.24,XH,Breast,MCF-7,5,Multiple,2,Female,mice,BALB/c nude,iv,iv,100,242.8860029,921.6354016,32,242.8860029,921.6354016,0.736461943,73.6461943,High,"Wang, 2021",2021,34838042,20,CTX,5,10,NA,0,0,Single,No,"0,5",0.018397126,0.009998056,0.5181068,4.1227937,1.8325377,0.77202505,227.2561975,0.698715069,0.022401462,0.818089171
288,Organic,,Polymeric,Polymeric,Passive,CFN,Spherical,Neutral,,,54.79,0.74,XH,Breast,MCF-7,5,Multiple,2,Female,mice,BALB/c nude,iv,iv,100,404.5021645,921.6354016,32,404.5021645,921.6354016,0.561103921,56.1103921,Low,"Wang, 2021",2021,34838042,20,CTX,5,10,NA,0,0,Single,No,"0,5",0.19151735,0.024866901,0.41179284,2.1151924,2.978248,1.432309,3981.59632,11.57048757,0.580146557,11.99234471
294,Organic,,Polymeric,Polymeric,Active,MPH-NP@A,Spherical,Neutral,0.087,,114.6,-9.7,AH,Breast,4T1,PTX: 5; aPD-L1: 0.75,Multiple,5,Female,mice,BALB/c,iv,iv,50,112.0967742,837.1097815,11,2.241935484,7.467741935,0.699784017,69.9784017,High,"Zhang, 2021",2021,34855343,NA,PTX,5,25,aPD-L1,0.75,3.75,Combination,No,"0,2,4,6,8",0.4967873,0.03545273,0.40655524,7.8924484,39.38974,0.72050273,7427.54993,7.094038536,4.733345222,20.39164898
295,Organic,,Polymeric,Polymeric,Active,MPH-NP,Spherical,Negative,0.156,,110,-11.9,AH,Breast,4T1,5,Multiple,5,Female,mice,BALB/c,iv,iv,50,208.8709678,1559.794485,11,4.177419355,7.467741935,0.440604752,44.0604752,Low,"Zhang, 2021",2021,34855343,NA,PTX,5,25,NA,0,0,Single,No,"0,2,4,6,8",1.7928679,0.020189084,0.49267027,2.5275426,3.4953542,1.2917361,38097.48659,45.93396385,31.16549645,62.59452952
299,Organic,,Polymeric,Polymeric,Passive,RL-NP-DOX-ERL,Spherical,Neutral,0.087,,237.8,-1.7,AH,Skin,SCC7,DOX: 2.5; ERL: 4.375,Multiple,4,,mice,C3H/HeN,iv,iv,75,700.5889421,2900.621579,14,700.5889421,2900.621579,0.758469375,75.8469375,High,"Lee, 2021",2021,34876140,25,DOX,2.5,10,ERL,4,16,Combination,No,"0,2,4,6",0.037451208,0.002935211,1.0109606,2.2447555,18.86645,0.8418577,500.4398156,0.811593376,0.167692016,1.411028998
308,Organic,,Liposome,Liposome,Passive,MnP@Lip,Spherical,Negative,,,210.4,-38.54,AO,Breast,4T1,1,Multiple,4,Female,mice,BALB/c,intratumor,intratumor,75,801.980198,1351.485149,18,801.980198,1351.485149,0.406593407,40.6593407,Low,"Li, 2021",2021,34895243,15,Mn,1,4,NA,0,0,Single,Yes,"0,3,6,9",0.21055764,0.07136503,0.24490026,0.26354063,6.440485,1.6074834,5203.156617,13.37010979,3.857204626,13.68509594
309,Organic,,Liposome,Liposome,Passive,MnP@Lip,Spherical,Negative,,,210.4,-38.54,AO,Breast,4T1,1,Multiple,4,Female,mice,BALB/c,intratumor,intratumor,75,1262.376238,1351.485149,18,1262.376238,1351.485149,0.065934066,6.5934066,Low,"Li, 2021",2021,34895243,15,Mn,1,4,NA,0,0,Single,No,"0,3,6,9",0.21055764,0.07136503,0.24490026,0.26354063,6.440485,1.6074834,5203.156617,13.37010979,3.857204626,13.68509594
310,Organic,,Liposome,Liposome,Passive,MnP@Lip,Spherical,Negative,,,210.4,-38.54,XH,Colon,MC38,1,Multiple,4,Female,mice,C57BL/6,intratumor,intratumor,75,381.9066847,1157.759144,21,381.9066847,1157.759144,0.670132871,67.0132871,High,"Li, 2021",2021,34895243,NA,Mn,1,4,NA,0,0,Single,Yes,"0,3,6,9",0.12625118,0.15681726,0.3702626,5.0418854,0.2904579,0.7436148,2578.110223,5.546788413,0.938401217,6.465341191
311,Organic,,Polymeric,Polymeric,Passive,SS NPs,Spherical,Negative,0.105454545,,167.2,-16.08465608,XH,Liver,H22,15,Multiple,6,Female,mice,Kunming,iv,iv,75,248.9095993,890.8108108,12,248.9095993,890.8108108,0.72058085,72.058085,High,"Li, 2021",2021,34930288,22.5,DHA,15,90,NA,0,0,Single,No,"0,2,4,6,8,10",0.07969189,0.011346364,0.39905503,0.3086375,0.8487995,0.8596084,1943.666862,3.062503751,0.624048799,4.140978816
312,Organic,,Polymeric,Polymeric,Passive,C6 NPs,Spherical,Negative,0.125454545,,181.4,-18.41269841,XH,Liver,H22,15,Multiple,6,Female,mice,Kunming,iv,iv,75,670.6586826,890.8108108,12,670.6586826,890.8108108,0.247136794,24.7136794,Low,"Li, 2021",2021,34930288,22.5,DHA,15,90,NA,0,0,Single,No,"0,2,4,6,8,10",0.07934211,0.011414579,0.39375776,0.32813826,0.85462856,0.85675204,1956.075648,3.0986674,0.635180614,4.110410014
315,Organic,,membrane,Others,Active,TH-NP,Spherical,Negative,,,120,-20,XH,Liver,HCCLM3,OXA: 10; HCQ: 20,Multiple,7,Male,mice,Nude,iv,iv,150,353.8461538,1723.076923,27,353.8461538,1723.076923,0.794642857,79.4642857,High,"Shi, 2021",2021,34952594,20,OXA,10,70,HCQ,20,140,Combination,No,"0,3,6,9,12,15,18",0.047483005,0.008484637,0.5401753,4.3162737,0.769014,2.090134,2379.339673,3.484827425,0.610253421,3.962517262
316,Organic,,Polymeric,Polymeric,Passive,PLGA NPs,Spherical,Negative,,,85,-35,XH,Liver,HCCLM3,OXA: 10; HCQ: 20,Multiple,7,Male,mice,Nude,iv,iv,150,938.4615385,1723.076923,27,938.4615385,1723.076923,0.455357143,45.5357143,Low,"Shi, 2021",2021,34952594,20,OXA,10,70,HCQ,20,140,Combination,No,"0,3,6,9,12,15,18",0.07075238,0.012996822,0.36353862,0.37451553,0.88749504,0.8218067,2127.40578,2.893160353,0.545806704,3.100596447
317,Organic,,membrane,Others,Active,TH-NP,Spherical,Negative,,,120,-20,XO,Liver,HCCLM3,OXA: 10; HCQ: 20,Multiple,7,Male,mice,Nude,iv,iv,150,NA,NA,49,20.65217391,100,0.793478261,79.3478261,High,"Shi, 2021",2021,34952594,20,OXA,10,70,HCQ,20,140,Combination,No,"0,3,6,9,12,15,18",0.06815597,0.008924241,0.89025563,0.48169166,0.438233,4.4251175,5091.485543,5.306139253,1.083626231,5.705603389
318,Organic,,Polymeric,Polymeric,Passive,PLGA NPs,Spherical,Negative,,,85,-35,XO,Liver,HCCLM3,OXA: 10; HCQ: 20,Multiple,7,Male,mice,Nude,iv,iv,150,NA,NA,49,55.43478261,100,0.445652174,44.5652174,Low,"Shi, 2021",2021,34952594,20,OXA,10,70,HCQ,20,140,Combination,No,"0,3,6,9,12,15,18",0.029763019,0.022450274,0.9388392,0.884398,0.99116844,1.0059842,807.8056979,0.899369497,0.125377382,1.050152482
319,Organic,,protein,Others,Active,fCs-Alg@CCasNPs,Spherical,Positive,0.179,,333.8,28.5,AH,Others,EAT,0.68,Multiple,6,Female,mice,BALB/c,ip,ip,NA,863.787375,3056.478405,21,1.03654485,3.667774086,0.717391304,71.7391304,High,"Elbialy, 2022",2022,34958897,25,CUR,0.68,4.08,NA,0,0,Single,No,"0,3,7,10,14,17",0.047931794,0.001549788,0.25651556,0.7507003,42.64595,0.8027468,1508.567731,1.47012365,0.057731273,1.481965
320,Organic,,protein,Others,Active,fCs-Alg@CCasNPs,Spherical,Positive,0.179,,333.8,28.5,AH,Others,EAT,0.68,Multiple,6,Female,mice,BALB/c,intratumor,intratumor,NA,675.5260242,3056.478405,21,0.810631229,3.667774086,0.778985507,77.8985507,High,"Elbialy, 2022",2022,34958897,25,CUR,0.68,4.08,NA,0,0,Single,No,"0,3,7,10,14,17",0.047931794,0.001549788,0.25651556,0.7507003,42.64595,0.8027468,1508.567731,1.47012365,0.057731273,1.481965
321,Organic,,Hydrogel,Hydrogel,Passive,PC10A/PTX/DOX,Spherical,Positive,,,165.644905,17.4,XH,Cervix,HeLa,PTX: 0.525; DOX: 0.75,Multiple,3,Female,mice,BALB/c,intratumor,intratumor,175,309.5890411,1018.26484,24,309.5890411,1018.26484,0.695964126,69.5964126,High,"Yang, 2022",2022,34963110,20,PTX,0.525,1.575,DOX,0.75,2.25,Combination,No,"0,8,15",0.04289339,0.005518537,0.41049206,1.8088475,8.530652,1.0500853,757.5606625,1.96219671,0.022355234,1.963013642
322,Organic,,Hydrogel,Hydrogel,Passive,PC10A/PTX,Spherical,Negative,,,160.5016318,-24.3,XH,Cervix,HeLa,0.525,Multiple,3,Female,mice,BALB/c,intratumor,intratumor,175,784.4748858,1018.26484,24,784.4748858,1018.26484,0.229596413,22.9596413,Low,"Yang, 2022",2022,34963110,20,PTX,0.525,1.575,NA,0,0,Single,No,"0,8,15",0.09188772,0.043221984,0.5889802,1.056394,35.619675,0.7587453,908.1522573,1.978171497,0.027568874,2.8809089
328,Organic,,Polymeric,Polymeric,Active,SP94-DOX-NDs,Spherical,Positive,0.198,,291.8,10.7,XH,Prostate,22RV1,4,Multiple,4,Male,mice,BALB/c nude,iv,iv,100,453.3333333,764.4444444,11,453.3333333,764.4444444,0.406976744,40.6976744,Low,"Zhao, 2022",2022,34985396,15,DOX,4,16,NA,0,0,Single,No,"0,3,6,9",0.23151678,0.015369389,0.57791275,0.68718386,47.266247,0.91158915,1869.951872,5.223121552,1.295104356,6.078550055
329,Organic,,Polymeric,Polymeric,Active,SP94-DOX-NDs,Spherical,Positive,0.198,,291.8,10.7,XH,Prostate,22RV1,4,Multiple,4,Male,mice,BALB/c nude,iv,iv,100,222.2222222,764.4444444,11,222.2222222,764.4444444,0.709302326,70.9302326,High,"Zhao, 2022",2022,34985396,15,DOX,4,16,NA,0,0,Single,Yes,"0,3,6,9",0.23151678,0.015369389,0.57791275,0.68718386,47.266247,0.91158915,1869.951872,5.223121552,1.295104356,6.078550055
331,Hybrid,zinc,polymer,Hybrid,Passive,RMOF,Spherical,Negative,,,202,-11.61616162,AH,Breast,4T1,3.75,Multiple,5,Female,mice,BALB/c,iv,iv,100,382.9787234,1378.723404,16,3.829787234,13.78723404,0.722222222,72.2222222,High,"Li, 2022",2022,34998915,16,CUR,3.75,18.75,NA,0,0,Single,No,"0,2,4,6,8",0.20153368,0.025466679,0.50737494,2.1890094,3.115968,0.71921355,2888.162753,6.916607192,1.34991809,9.563832564
332,Hybrid,zinc,polymer,Hybrid,Passive,CMOF,Spherical,Negative,,,179,-10.70707071,AH,Breast,4T1,3.75,Multiple,5,Female,mice,BALB/c,iv,iv,100,638.2978723,1378.723404,16,6.382978723,13.78723404,0.537037037,53.7037037,Low,"Li, 2022",2022,34998915,16,CUR,3.75,18.75,NA,0,0,Single,No,"0,2,4,6,8",0.20103154,0.02530268,0.5056493,2.1472669,3.0888033,0.71925455,2877.108753,6.90965756,1.350840265,9.433593059
333,Organic,,Hydrogel,Hydrogel,Passive,E&R@NG,Spherical,Negative,0.12,,172.4,-23.9,AH,Skin,B16F10,EGCG: 6; R848: 3,Multiple,4,Female,mice,C57BL/6J,iv,iv,300,130.4347826,1760.869565,16,130.4347826,1760.869565,0.925925926,92.5925926,High,"Song, 2021",2021,34314148,NA,EGCG,6,24,R848,3,12,Combination,Yes,"0,3,6,9",0.033338185,0.05969505,1.0925086,2.7413456,34.40191,0.90729284,326.6017785,0.574527398,0.121191273,1.041507179
335,Organic,,Liposome,Liposome,Passive,LCT,Spherical,Neutral,0.18,90,149,-4.11,AH,Breast,4T1,1.2,Multiple,3,,mice,BALB/c,iv,iv,275,99.47904098,1500.5749,20,99.47904098,1500.5749,0.933706048,93.3706048,High,"Dong,2022",2022,35001784,16.5,TPZ,0.96,2.88,Cyl,1.2,3.6,Combination,Yes,"0,7,14",0.024800187,0.023393836,0.31198752,0.4438415,31.510632,0.82045376,274.2725634,0.81668348,0.009781221,0.896996047
336,Organic,,Liposome,Liposome,Passive,LCT,Spherical,Neutral,0.18,90,149,-4.11,AH,Breast,4T1,1.2,Once,1,,mice,BALB/c,intratumor,intratumor,275,146.9823999,2439.110046,30,146.9823999,2439.110046,0.939739332,93.9739332,High,"Dong,2022",2022,35001784,16.5,TPZ,0.96,0.96,Cyl,1.2,1.2,Combination,Yes,0,0.024800187,0.023393836,0.31198752,0.4438415,31.510632,0.82045376,169.3881532,0.81668348,0.009781221,0.83240331
337,Organic,,Polymeric,Polymeric,Active,PLTM-DOX@MPDA,Spherical,Negative,,,184,-21.9,XH,Breast,MDA-MB-231,5,Multiple,8,Female,mice,Nude,iv,iv,100,356.6532539,876.5893563,13,356.6532539,876.5893563,0.593135313,59.3135313,Low,"Ren,2022",2022,35014822,17.5,DOX,5,40,NA,0,0,Single,No,"0,2,4,6,8,10,12",0.6078415,0.09557009,0.41175523,0.7405021,0.33569568,1.8046525,22432.20695,32.70089781,12.31862397,47.66765151
338,Organic,,Polymeric,Polymeric,Passive,MPDA,Spherical,Negative,,,172,-31.4,XH,Breast,MDA-MB-231,5,Multiple,8,Female,mice,Nude,iv,iv,100,813.9921226,876.5893563,13,813.9921226,876.5893563,0.071409986,7.1409986,Low,"Ren,2022",2022,35014822,17.5,DOX,5,40,NA,0,0,Single,Yes,"0,2,4,6,8,10,12",0.6173826,0.05038113,0.37563518,0.5849526,0.054992653,1.0863912,16984.38368,26.7793606,9.056969377,36.16999683
339,Organic,,Polymeric,Polymeric,Active,PLTM-DOX@MPDA,Spherical,Negative,,,184,-21.9,XH,Breast,MDA-MB-231,5,Multiple,8,Female,mice,Nude,iv,iv,100,166.1858172,876.5893563,13,166.1858172,876.5893563,0.81041771,81.041771,High,"Ren,2022",2022,35014822,17.5,DOX,5,40,NA,0,0,Single,Yes,"0,2,4,6,8,10,12",0.6078416,0.0955701,0.4117551,0.7405021,0.33569556,1.8046527,22432.21734,32.70091028,12.31862604,47.66766684
340,Organic,,Liposome,Liposome,Passive,Blanck NLC,Spherical,Negative,0.14,,115.3,-21.3,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,1280.023764,1266.09216,21,1280.023764,1266.09216,-0.011003625,-1.1003625,Low,"Liu,2022",2022,35049388,21,NP,NA,NA,NA,NA,NA,NP,No,"0,3,6,9,12,15,18,32",0.12869717,0.14717901,0.34171736,4.4099836,0.237618,0.7506879,4067.112805,5.996113296,1.047778772,6.920844167
341,Organic,,Liposome,Liposome,Active,C I-P/Q NLC,Spherical,Negative,0.17,,148.9,-15.6,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,216.4414872,1266.09216,21,216.4414872,1266.09216,0.829047605,82.9047605,High,"Liu,2022",2022,35049388,21,Irinotecan,2,16,quercetin,2,16,Combination,No,"0,3,6,9,12,15,18,32",0.1345346,0.16847752,0.55963993,0.3777265,0.007341062,0.8388736,3266.682869,4.761664588,0.753168844,5.699243993
342,Organic,,Liposome,Liposome,Passive,I-P/Q NLC,Spherical,Negative,0.16,,119.5,-20.1,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,313.9004947,1266.09216,21,313.9004947,1266.09216,0.75207137,75.207137,High,"Liu,2022",2022,35049388,21,Irinotecan,2,16,quercetin,2,16,Combination,No,"0,3,6,9,12,15,18,32",0.12930577,0.1464317,0.3418944,4.3869057,0.23399504,0.75146085,4089.827483,6.024741636,1.053492116,6.954300994
343,Organic,,Liposome,Liposome,Passive,I-P NLC,Spherical,Negative,0.12,,121.3,-19.3,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,447.5339714,1266.09216,21,447.5339714,1266.09216,0.646523385,64.6523385,Low,"Liu,2022",2022,35049388,21,Irinotecan,2,16,NA,0,0,Single,No,"0,3,6,9,12,15,18,32",0.12967539,0.1459483,0.34193116,4.3691826,0.23187196,0.75196326,4105.895847,6.043494457,1.057208086,6.975420223
344,Organic,,Liposome,Liposome,Passive,I NLC,Spherical,Negative,0.13,,120.3,-22.5,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,617.373026,1266.09216,21,617.373026,1266.09216,0.512379078,51.2379078,Low,"Liu,2022",2022,35049388,21,Irinotecan,2,16,NA,0,0,Single,No,"0,3,6,9,12,15,18,32",0.12843367,0.14779264,0.34309116,4.4539165,0.24029237,0.75007975,4055.28842,5.965217131,1.04042819,6.889075138
345,Organic,,Liposome,Liposome,Passive,Q NLC,Spherical,Negative,0.15,,116.8,-23.5,XH,Colon,HT-29 ,2,Multiple,8,,mice,BALB/c nude,iv,iv,100,706.4896628,1266.09216,21,706.4896628,1266.09216,0.441991914,44.1991914,Low,"Liu,2022",2022,35049388,21,quercetin,2,16,NA,0,0,Single,No,"0,3,6,9,12,15,18,32",0.12792958,0.1484161,0.342989,4.473031,0.24366593,0.749449,4037.197901,5.940227896,1.035592738,6.861143867
346,Inorganic,Others (Copper sulfide),,In_Others,Active,HCuS@PDA-Ce6/TPP NPs,Spherical,Negative,,,257.62,-22.8,AH,Skin,B16F10,5,Once,1,Female,mice,C57BL/6 ,intratumor,intratumor,90,1956.647132,2333.514597,10,1956.647132,2333.514597,0.161502082,16.1502082,Low,"Lv,2022",2022,35062959,19,NP,5,5,NA,NA,NA,NP,No,0,0.044333838,0.042656727,0.13087362,4.695775,22.17063,1.0342722,658.4893619,1.739668558,0.057593186,3.50496826
347,Inorganic,Others (Copper sulfide),,In_Others,Active,HCuS-TH302 @PDA-Ce6/TPP NPs,Spherical,Negative,,,257.62,-22.8,AH,Skin,B16F10,5,Once,1,Female,mice,C57BL/6 ,intratumor,intratumor,90,1608.887119,2333.514597,10,1608.887119,2333.514597,0.31053051,31.053051,Low,"Lv,2022",2022,35062959,19,TH302,0.2,0.2,NA,0,0,Single,No,0,0.044333838,0.042656727,0.13087362,4.695775,22.17063,1.0342722,658.4893619,1.739668558,0.057593186,3.50496826
348,Inorganic,Others (Copper sulfide),,In_Others,Active,HCuS@PDA-Ce6/TPP NPs,Spherical,Negative,,,257.62,-22.8,AH,Skin,B16F10,5,Once,1,Female,mice,C57BL/6 ,intratumor,intratumor,90,876.9402945,2333.514597,10,876.9402945,2333.514597,0.624197639,62.4197639,Low,"Lv,2022",2022,35062959,19,NP,5,5,NA,NA,NA,NP,Yes,0,0.044333838,0.042656727,0.13087362,4.695775,22.17063,1.0342722,658.4893619,1.739668558,0.057593186,3.50496826
349,Inorganic,Others (Copper sulfide),,In_Others,Active,HCuS-TH302 @PDA-Ce6/TPP NPs,Spherical,Negative,,,257.62,-22.8,AH,Skin,B16F10,5,Once,1,Female,mice,C57BL/6 ,intratumor,intratumor,90,195.7676453,2333.514597,10,195.7676453,2333.514597,0.916106098,91.6106098,High,"Lv,2022",2022,35062959,19,TH302,0.2,0.2,NA,0,0,Single,Yes,0,0.044333838,0.042656727,0.13087362,4.695775,22.17063,1.0342722,658.4893619,1.739668558,0.057593186,3.50496826
352,Organic,,polymeric,Polymeric,Passive,Zein-HNK,Spherical,Positive,0.19,,91.4,18.2,AO,Breast,4T1,15,Multiple,4,Female,mice,BALB/c,iv,iv,100,755.4353678,1187.440654,8,755.4353678,1187.440654,0.363812107,36.3812107,Low,"Zhang, 2022",2022,35093442,NA,HNK,15,60,NA,0,0,Single,No,"0,2,4,6",0.27195063,0.057945587,0.2556079,0.25311154,1.4320239,2.4385056,11662.4583,23.40867816,8.920526251,31.84163275
353,Organic,,polymeric,Polymeric,Active,PSA-Zein-HNK,Spherical,Negative,0.23,103.5,107.2,-33.5,AO,Breast,4T1,15,Multiple,4,Female,mice,BALB/c,iv,iv,100,618.276149,1187.440654,8,618.276149,1187.440654,0.47932038,47.932038,Low,"Zhang, 2022",2022,35093442,NA,HNK,15,60,NA,0,0,Single,No,"0,2,4,6",0.7195986,0.05709497,0.623965,2.6062946,0.468328,1.7100356,14563.18087,29.50743233,9.968251848,41.49493474
354,Inorganic,Silica,,Silica,Active,MSN-TK-DOX/Lap@TGC,Spherical,Neutral,,90,128,-6.7,XH,Others,C666-1 cells,5,Multiple,10,Female,mice,BALB/c,iv,iv,150,366.6550656,1678.540354,20,366.6550656,1678.540354,0.781563151,78.1563151,High,"Liao,2022",2022,35123755,20,DOX,5,50,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.04714069,0.013934119,1.0370078,2.0126069,20.511192,0.6867068,923.1360033,0.930302486,0.175423696,1.712122836
355,Inorganic,Silica,,Silica,Passive,PPY,Spherical,Neutral,,26,28.21,-4.81,AO,Breast,4T1,2.222222222,Multiple,3,Female,mice,BALB/c,peritumoral,peritumoral,200,1960.230212,2223.356712,36,1960.230212,2223.356712,0.118346507,11.8346507,Low,"Wang,2022",2022,35141740,18,NP,2.22,6.66,NA,NA,NA,NP,No,"0,3,6",0.005524279,0.017443236,0.9476309,0.67876524,9.39879,0.70294654,51.43022781,0.122420891,0.018017605,0.155510071
